Customer Voucher Discount,Membership ID,Sales Grouping,Sales Region,Sub-Grouping,Purchase Date,Profit Amount,Units,Revenue
0.6,CCN|287687,Games,East,Nintendo,1/10/2040,42,3,358
0.6,ABT|101593,Merchandise,Central,Toys,1/12/2032,4946,13,9893
0.8,SCT|391558,Merchandise,East,Toys,1/01/2030,48,3,103
0.1,CCM|854098,Merchandise,Central,Mugs,1/07/2004,11,7,41
0.9,CGT|625926,Merchandise,Central,Toys,1/05/2010,9,3,18
0.3,NCB|754545,Merchandise,Central,Batteries,1/12/2028,3,3,7
0.5,TDF|621951,Merchandise,East,Furniture,1/06/2012,15,5,55
0.2,JES|112662,Merchandise,West,Storage Equipment,1/09/2038,2,4,206
0.8,TTD|816667,Merchandise,East,Decals,1/02/2039,6,4,16
0.9,KHN|757820,Consoles,South,Nintendo Switch,1/08/2001,39,1,141
0.8,MES|381818,Merchandise,East,Storage Equipment,1/06/2001,-6,2,51
0,JKS|990909,Merchandise,South,Storage Equipment,1/12/2008,20,7,73
0.2,TBX|215326,Consoles,West,XBox,1/09/2010,42,3,174
0.7,JKT|214286,Merchandise,West,Toys,1/05/2007,5,2,14
0.6,KNN|014022,Consoles,West,Nintendo Switch,1/02/2042,-54,3,362
0.4,AGD|990299,Merchandise,South,Decals,1/06/2008,32,2,90
0.9,HRP|782143,Consoles,Central,PS5,1/09/2047,9,2,19
0.9,FCP|674725,Consoles,West,PS5,1/10/2043,19,3,61
0.5,SGT|733333,Merchandise,East,Toys,1/04/2011,3,2,8
0.5,DWN|682942,Games,South,Nintendo,1/09/2011,135,3,540
0.7,MHS|307063,Merchandise,West,Storage Equipment,1/02/2006,7,4,359
0.9,SSS|567857,Merchandise,Central,Shoes,1/08/2004,9,3,19
0.5,GMM|342105,Merchandise,West,Mugs,1/11/2045,5,3,12
0.7,SCS|152174,Merchandise,Central,Storage Equipment,1/01/2049,5,3,46
0.7,DED|652174,Merchandise,East,Decals,1/01/2001,5,3,16
0.4,SSS|911456,Games,South,Sony,1/07/2021,64,14,280
0.4,JEV|198446,Consoles,South,Vintage,1/09/2020,-150,3,473
0.4,GHS|664072,Games,West,Sony,1/05/2044,44,7,112
0.8,DHS|098489,Merchandise,West,Storage Equipment,1/04/2024,8,7,795
0.4,SUD|481250,Merchandise,East,Decals,1/07/2004,34,9,75
0.2,JBT|161686,Merchandise,East,Toys,1/09/2040,82,3,174
0.4,KHD|742857,Merchandise,Central,Decals,1/08/2004,2,1,5
0.9,HFX|798801,Consoles,West,XBox,1/01/2000,7,5,557
0.8,APT|881395,Merchandise,South,Toys,1/06/2016,-21,8,29
0.8,DPS|784375,Games,Central,Sony,1/10/2014,26,2,128
0.5,SGM|866667,Merchandise,South,Mugs,1/02/2039,3,5,16
0.6,BPD|889474,Merchandise,East,Decals,1/01/2023,4,3,13
0.9,BEP|587097,Merchandise,Central,Peripherals,1/07/2045,7,1,21
0.9,SCP|942897,Consoles,West,PS5,1/12/2007,199,11,474
0.5,MBP|576923,Consoles,West,PS5,1/02/2010,5,3,17
0.3,BTM|842857,Merchandise,East,Mugs,1/08/2004,33,4,79
0,HGM|381356,Merchandise,West,Mugs,1/03/2013,10,2,40
0.2,RWP|785714,Merchandise,Central,Peripherals,1/12/2042,50,3,149
0.2,MHN|787500,Consoles,East,Nintendo Switch,1/03/2025,11,1,64
0.1,EAD|137805,Merchandise,East,Decals,1/05/2000,18,3,55
0.7,EMN|880759,Games,Central,Nintendo,1/08/1996,55,4,493
0.1,BMP|283838,Merchandise,West,Peripherals,1/02/2003,31,3,66
0.2,PKD|388587,Merchandise,South,Decals,1/06/2032,40,7,123
0.4,DKM|931989,Games,South,Microsoft,1/07/2015,312,2,960
0.7,SCV|739393,Consoles,South,Vintage,1/04/2016,-653,7,1782
0.1,JLS|974198,Merchandise,West,Storage Equipment,1/03/2000,141,3,541
0.7,DWD|086957,Merchandise,East,Decals,1/12/2012,5,3,16
0.8,NGD|816667,Merchandise,Central,Decals,1/02/2039,6,3,16
0.3,SCM|177352,Games,Central,Microsoft,1/11/2012,-98,2,419
0.3,GDT|183333,Merchandise,West,Toys,1/04/2011,1,1,4
0.3,RWS|436629,Games,Central,Sony,1/12/2035,53,5,297
0.2,BMT|880438,Merchandise,Central,Toys,1/01/2020,412,3,915
0.3,TTN|783871,Consoles,West,Nintendo Switch,1/10/2005,11,1,145
0.9,GTD|210915,Merchandise,West,Decals,1/06/2009,89,5,190
0.3,KHM|358333,Merchandise,South,Mugs,1/04/2011,3,2,8
0.3,BES|899607,Merchandise,East,Storage Equipment,1/02/2034,-21,4,849
0,DKC|717672,Merchandise,West,Clothing,1/07/2039,40,5,155
0.7,JSX|395014,Consoles,Central,XBox,1/09/2041,-14,5,241
0.3,LWV|769623,Consoles,West,Vintage,1/06/2035,11,1,301
0.6,MTD|910204,Merchandise,Central,Decals,1/09/2000,16,5,32
0.3,ASP|495349,Merchandise,Central,Peripherals,1/08/2012,13,5,28
0.2,CCD|848923,Merchandise,East,Decals,1/02/2010,79,7,217
0.5,ABS|694737,Merchandise,Central,Storage Equipment,1/10/2044,-3,2,13
0.3,RBP|256397,Consoles,West,PS5,1/08/2016,273,5,1049
0.4,BPP|063636,Consoles,West,PS5,1/07/2036,4,2,15
0.3,JPP|107792,Merchandise,East,Peripherals,1/04/1999,23,4,51
0.5,MHP|320896,Consoles,West,PS5,1/11/2007,15,2,44
0.5,CoS|095556,Merchandise,Central,Storage Equipment,1/11/2029,3,4,30
0.5,AHP|403846,Consoles,East,PS5,1/09/2003,15,4,35
0.3,JLT|183333,Merchandise,West,Toys,1/04/2011,1,1,4
0.5,FHN|983333,Games,Central,Nintendo,1/04/2011,3,1,8
0.6,TBX|720485,Consoles,South,XBox,1/12/2023,76,3,303
0.4,KBM|679167,Merchandise,East,Mugs,1/09/2048,14,3,48
0.8,KDS|465385,Merchandise,East,Shoes,1/08/2015,6,3,18
0.7,GGT|062500,Merchandise,West,Toys,1/03/2025,5,2,16
0.9,BVD|296774,Merchandise,South,Decals,1/10/1997,7,4,21
0.6,SCN|523468,Consoles,West,Nintendo Switch,1/07/2022,24,2,381
0.4,CWD|718605,Merchandise,West,Decals,1/12/2033,14,3,29
0.7,RAT|184134,Merchandise,South,Toys,1/10/2002,157,5,320
0.6,RDD|587500,Merchandise,Central,Decals,1/03/2025,4,2,10
0.1,LCT|748276,Merchandise,East,Toys,1/07/2006,-13,3,19
0.4,MEC|535714,Merchandise,Central,Clothing,1/12/2042,-25,6,9
0.8,PPC|808593,Merchandise,Central,Clothing,1/12/2032,198,7,707
0.5,BPS|121622,Games,West,Sony,1/05/2035,5,3,49
0.3,NST|920430,Merchandise,West,Toys,1/05/2019,21,13,62
0.1,THC|942718,Merchandise,East,Clothing,1/03/2043,21,3,69
0.7,JKM|706667,Merchandise,West,Mugs,1/02/2039,7,5,20
0.1,JDN|927848,Consoles,Central,Nintendo Switch,1/11/2003,41,3,369
0,MYN|289474,Games,Central,Nintendo,1/01/2023,0,1,13
0.6,GBP|281081,Consoles,West,PS5,1/05/2005,4,4,25
0.1,JPC|009686,Merchandise,East,Clothing,1/09/2040,281,5,1041
0,MDP|585366,Consoles,East,PS5,1/01/2014,10,2,27
0.9,TGD|132143,Merchandise,West,Decals,1/09/2047,7,4,18
0.3,SES|466267,Games,West,Sony,1/10/2005,133,3,390
0.4,DpP|585714,Consoles,South,PS5,1/12/2042,2,1,10
0.9,FPN|560963,Games,West,Nintendo,1/06/2013,47,3,374
0.6,DCS|868882,Merchandise,Central,Storage Equipment,1/09/2006,-44,3,221
0.3,TSC|512500,Merchandise,Central,Clothing,1/03/2025,-14,2,5
0.3,LCN|416915,Games,East,Nintendo,1/06/2009,33,2,134
0,DLS|255501,Merchandise,East,Storage Equipment,1/04/2025,0,3,273
0.1,AFS|955963,Merchandise,Central,Storage Equipment,1/06/2013,-18,1,73
0.7,TBS|546667,Merchandise,South,Storage Equipment,1/02/2039,17,4,60
0.1,SFD|097183,Merchandise,East,Decals,1/08/2000,91,10,190
0.3,AAB|866667,Merchandise,Central,Batteries,1/02/2039,1,1,2
0.9,POD|961392,Merchandise,South,Decals,1/03/2016,49,4,106
0.7,SBM|028125,Merchandise,East,Mugs,1/04/2003,17,3,64
0.4,JST|338462,Merchandise,South,Toys,1/01/2022,4,1,9
0.8,BDD|246429,Merchandise,West,Decals,1/04/2019,18,4,38
0.6,NCT|118750,Merchandise,East,Toys,1/11/1995,4,3,11
0.9,MHS|332484,Merchandise,West,Storage Equipment,1/11/2023,7,1,105
0.4,AZN|465833,Games,West,Nintendo,1/09/2002,-32,4,160
0.7,CKD|521429,Merchandise,West,Decals,1/04/2019,17,6,37
0.1,LHS|075732,Games,Central,Sony,1/05/2044,11,5,160
0.7,GGP|465138,Consoles,West,PS5,1/08/2002,27,5,73
0.7,NFT|571429,Merchandise,West,Toys,1/04/2019,5,3,14
0.5,SCV|925395,Consoles,Central,Vintage,1/06/2016,-72,6,718
0.6,SCD|042857,Merchandise,Central,Decals,1/08/2004,16,5,32
0.3,KNN|539623,Games,West,Nintendo,1/06/2035,11,4,35
0.6,CVC|674621,Merchandise,West,Clothing,1/04/2035,46,4,176
0.7,EAM|678906,Games,East,Microsoft,1/09/2008,-319,3,342
0.2,MGP|993671,Merchandise,East,Peripherals,1/06/2039,20,6,53
0.5,LTD|124324,Merchandise,East,Decals,1/07/2010,23,3,74
0.2,MOX|625693,Consoles,East,XBox,1/03/2041,90,3,722
0.8,AGT|177273,Merchandise,East,Toys,1/04/2006,-11,3,14
0.6,CCD|971429,Merchandise,South,Decals,1/04/2019,16,5,32
0.6,JKP|722222,Consoles,Central,PS5,1/03/2002,-90,3,84
0.1,EBT|866667,Merchandise,South,Toys,1/02/2039,-3,3,4
0.6,WBM|445714,Merchandise,West,Mugs,1/12/2042,6,2,23
0.9,CKS|628926,Games,South,Sony,1/05/2010,129,3,323
0.3,ACF|420329,Merchandise,South,Furniture,1/12/2010,33,2,1666
0.7,VPS|757955,Merchandise,West,Shoes,1/10/2012,27,8,58
0.6,JMT|288235,Merchandise,West,Toys,1/04/2003,4,5,12
0.9,SDD|668966,Merchandise,South,Decals,1/09/2013,9,3,19
0.4,CMS|180519,Merchandise,West,Storage Equipment,1/10/2026,14,3,51
0.7,MHX|931438,Consoles,West,XBox,1/01/2020,35,5,599
0.2,RAV|286436,Consoles,Central,Vintage,1/11/2019,-68,2,251
0.8,RFN|668089,Games,Central,Nintendo,1/03/2045,36,3,360
0.2,SMP|814103,Consoles,East,PS5,1/10/2045,10,2,52
0.3,FMS|558929,Games,South,Sony,1/08/2010,-1,5,112
0.8,ZDN|856563,Games,West,Nintendo,1/06/2030,16,3,213
0.6,TST|393333,Merchandise,West,Toys,1/04/2011,4,7,10
0,SGB|944444,Merchandise,Central,Batteries,1/07/2020,0,3,6
0.1,KDN|001818,Games,West,Nintendo,1/06/2001,8,3,110
0.1,TPS|313482,Merchandise,West,Shoes,1/09/2023,228,8,629
0.4,JLP|385437,Consoles,East,PS5,1/12/2019,12,2,69
0.4,RDT|498649,Merchandise,Central,Toys,1/08/2037,24,3,49
0.3,AHT|933333,Merchandise,East,Toys,1/04/2011,1,1,4
0.6,CSS|696296,Games,West,Sony,1/03/2008,6,2,36
0.1,JHD|405882,Merchandise,West,Decals,1/09/2006,8,3,23
0.3,AGM|864286,Merchandise,West,Mugs,1/05/2007,1,1,9
0.5,ARD|577381,Merchandise,Central,Decals,1/04/2015,25,7,56
0.6,HRT|411111,Merchandise,West,Toys,1/11/2003,4,7,12
0.6,SNC|852394,Merchandise,West,Clothing,1/05/2016,66,6,237
0.6,CSP|329661,Consoles,South,PS5,1/08/2038,14,5,79
0.3,SWS|105882,Merchandise,East,Storage Equipment,1/09/2006,3,1,11
0.6,JHT|052941,Merchandise,West,Toys,1/08/2011,4,2,12
0.1,RAN|678660,Games,West,Nintendo,1/07/2038,248,4,1984
0.7,JGS|828956,Games,West,Sony,1/11/2012,557,3,1266
0.8,DRN|302041,Games,East,Nintendo,1/02/2007,8,6,33
0,RBC|550661,Merchandise,West,Clothing,1/08/2038,50,7,152
0.6,FAP|886957,Consoles,West,PS5,1/12/2012,4,4,15
0.5,DPS|535398,Merchandise,Central,Shoes,1/09/2016,35,6,75
0.3,KLN|361481,Games,East,Nintendo,1/08/2023,43,2,90
0.1,GMT|632187,Merchandise,West,Toys,1/08/2049,88,2,272
0.3,CCN|296166,Games,West,Nintendo,1/06/2001,71,4,627
0,JWS|859873,Games,West,Sony,1/12/2005,40,6,210
0.1,MKP|806667,Consoles,South,PS5,1/02/2039,8,3,30
0.6,JLD|379592,Merchandise,West,Decals,1/11/2032,16,5,32
0.6,CSP|627778,Consoles,South,PS5,1/02/1998,6,1,24
0.2,TGN|309048,Games,West,Nintendo,1/05/2043,9,3,140
0.2,KLB|814286,Merchandise,West,Batteries,1/05/2007,2,4,5
0.2,BDD|437681,Merchandise,West,Decals,1/04/2040,22,5,46
0.4,QJC|644615,Merchandise,South,Clothing,1/10/2034,14,3,43
0.3,LCS|679130,Games,West,Sony,1/12/2002,11,6,77
0.4,NFD|608088,Merchandise,South,Decals,1/02/2045,32,6,91
0.1,MGS|097905,Games,West,Sony,1/08/2008,201,9,1116
0.5,SCC|542424,Merchandise,Central,Clothing,1/11/2018,-56,6,22
0.4,ARN|449569,Games,West,Nintendo,1/12/2030,122,9,1626
0.4,PFS|280952,Merchandise,West,Storage Equipment,1/07/2012,4,1,14
0.3,AGX|478132,Consoles,West,XBox,1/11/2002,-21,3,293
0.5,SBS|888235,Merchandise,South,Storage Equipment,1/04/2003,15,5,56
0,TSF|444444,Merchandise,West,Furniture,1/07/2020,0,2,6
0.3,DOV|362633,Consoles,South,Vintage,1/04/2036,-157,3,375
0.8,CDN|649073,Games,East,Nintendo,1/09/2005,328,3,1260
0.9,HAP|975697,Merchandise,West,Peripherals,1/07/2041,79,2,168
0.1,FHD|607006,Merchandise,West,Decals,1/09/2008,101,2,210
0.4,TCN|772005,Consoles,East,Nintendo Switch,1/05/2041,144,4,513
0.1,KMN|822051,Consoles,East,Nintendo Switch,1/08/2006,151,6,606
0.3,TBN|435608,Games,Central,Nintendo,1/03/2034,63,5,225
0.2,CTP|391026,Consoles,West,PS5,1/10/2007,10,2,52
0.7,BDM|706667,Merchandise,West,Mugs,1/02/2039,7,5,20
0.2,EHD|779487,Merchandise,South,Decals,1/02/2024,9,5,26
0,DSS|939394,Merchandise,Central,Storage Equipment,1/05/2016,0,1,22
0.4,CJV|826323,Consoles,South,Vintage,1/06/2010,-458,4,933
0.1,ASD|172470,Merchandise,West,Decals,1/09/2022,81,3,165
0.6,MLD|993750,Merchandise,East,Decals,1/11/1995,4,2,10
0.2,JKN|304261,Games,South,Nintendo,1/04/2005,132,5,470
0.5,SWS|968254,Games,West,Sony,1/10/2004,15,2,42
0.3,TCM|133333,Merchandise,East,Mugs,1/04/2011,13,8,34
0.7,JMS|776435,Merchandise,East,Storage Equipment,1/10/2019,-55,2,221
0.9,SCS|019192,Games,South,Sony,1/04/2000,9,3,66
0,KHD|103261,Merchandise,South,Decals,1/04/2005,60,3,123
0.2,TTN|839876,Games,Central,Nintendo,1/03/2006,150,6,1718
0.3,KBS|107407,Games,East,Sony,1/06/2017,1,3,72
0,CDS|666667,Merchandise,Central,Shoes,1/02/2039,10,7,20
0.9,JCD|678125,Merchandise,East,Decals,1/04/2003,19,9,43
0.1,ARP|947636,Consoles,East,PS5,1/07/2036,31,4,184
0.5,DVS|680851,Merchandise,East,Shoes,1/02/2004,15,10,32
0.6,BMM|819780,Merchandise,East,Mugs,1/04/1998,16,3,60
0.1,DKM|422727,Merchandise,Central,Mugs,1/12/2043,11,5,29
0.7,AHN|131635,Consoles,South,Nintendo Switch,1/06/2036,-35,3,314
0.2,MGS|499073,Games,Central,Sony,1/09/2005,129,3,792
0.1,SJN|195382,Consoles,South,Nintendo Switch,1/05/2015,-58,4,419
0.6,KHN|431195,Consoles,East,Nintendo Switch,1/12/2049,-43,6,760
0.3,DCM|853846,Merchandise,Central,Mugs,1/09/2003,1,2,9
0.7,SPP|726087,Merchandise,West,Peripherals,1/01/2005,7,1,15
0.8,CCM|429948,Games,West,Microsoft,1/03/2012,216,3,1920
0.1,SGM|012500,Merchandise,West,Mugs,1/03/2025,1,3,5
0.4,JAT|327273,Merchandise,Central,Toys,1/04/2006,14,4,30
0.2,APP|779412,Consoles,South,PS5,1/11/2017,10,2,46
0.9,FPF|936458,Merchandise,East,Furniture,1/09/2021,19,8,64
0.2,HRN|133333,Games,East,Nintendo,1/04/2011,2,3,6
0.5,MPD|788104,Merchandise,Central,Decals,1/04/2004,85,9,180
0.4,JLP|241667,Merchandise,East,Peripherals,1/02/2039,4,2,8
0.6,SPT|564179,Merchandise,Central,Toys,1/10/2000,-67,8,45
0,BOV|490566,Consoles,Central,Vintage,1/09/2030,350,7,1593
0.4,LAP|252439,Consoles,East,PS5,1/02/2020,34,2,109
0.8,JED|777508,Merchandise,Central,Decals,1/11/2025,108,4,220
0,JMS|771127,Games,West,Sony,1/03/2003,30,5,95
0.7,EPN|152030,Consoles,Central,Nintendo Switch,1/08/2007,47,1,181
0.4,CBM|633333,Merchandise,East,Mugs,1/04/2011,2,3,6
0.5,EBT|967925,Merchandise,West,Toys,1/04/2010,13,9,35
0.1,MFC|564286,Merchandise,East,Clothing,1/05/2007,11,2,38
0.8,EAD|572109,Merchandise,East,Decals,1/02/2046,36,3,98
0.2,ZCN|236220,Games,West,Nintendo,1/01/2002,-20,2,85
0.8,KMT|330769,Merchandise,West,Toys,1/05/1997,6,4,17
0.5,MCD|586667,Merchandise,Central,Decals,1/02/2039,3,3,10
0.9,XPS|665873,Games,Central,Sony,1/12/2005,-27,6,168
0.3,BDP|733333,Consoles,South,PS5,1/04/2011,3,3,8
0,BSS|200193,Merchandise,South,Storage Equipment,1/11/2049,10,3,345
0.5,RAN|942857,Games,South,Nintendo,1/08/2004,-13,7,56
0.2,PBS|426316,Merchandise,East,Shoes,1/11/2009,12,2,25
0.4,MMD|108333,Merchandise,Central,Decals,1/04/2011,12,7,32
0.2,BCS|429102,Merchandise,West,Storage Equipment,1/05/2004,-49,3,216
0.2,HMN|190302,Games,East,Nintendo,1/09/2008,-57,4,310
0,LRS|508065,Merchandise,East,Shoes,1/01/2006,20,4,41
0.3,DpS|048148,Merchandise,East,Storage Equipment,1/03/2002,3,3,18
0.6,NST|670588,Merchandise,West,Toys,1/07/2032,4,1,11
0.7,KMN|652542,Games,West,Nintendo,1/09/2028,15,3,197
0.8,FHN|040506,Games,East,Nintendo,1/09/2025,-34,4,158
0.6,BTS|575926,Merchandise,East,Storage Equipment,1/05/2010,56,4,216
0.9,DlT|356667,Merchandise,West,Toys,1/02/2039,7,5,20
0.5,PRM|634615,Merchandise,West,Mugs,1/10/2034,5,4,17
0.4,EMM|290909,Merchandise,Central,Mugs,1/12/2008,4,5,15
0.8,HKP|991667,Consoles,Central,PS5,1/02/2039,-12,7,16
0,ONS|152174,Games,Central,Sony,1/01/2049,20,2,46
0.8,RDS|196667,Merchandise,West,Shoes,1/02/2039,18,8,40
0.6,MGF|503030,Merchandise,Central,Furniture,1/08/2007,6,3,22
0.5,SWT|271429,Merchandise,East,Toys,1/04/2019,3,3,9
0.5,CKP|811765,Consoles,West,PS5,1/01/1997,3,1,11
0.9,ZDT|505882,Merchandise,West,Toys,1/09/2006,7,4,23
0.5,JLC|335398,Merchandise,Central,Clothing,1/09/2016,-166,2,76
0.1,SBP|219048,Consoles,East,PS5,1/05/2043,8,2,42
0.3,LCN|094190,Games,East,Nintendo,1/05/2000,-108,6,540
0.3,MVS|990400,Merchandise,West,Storage Equipment,1/11/2016,3,5,84
0.5,BPN|277803,Games,West,Nintendo,1/03/2000,73,5,584
0.4,DKM|631818,Merchandise,Central,Mugs,1/06/2001,4,1,15
0.6,EPM|604225,Merchandise,South,Mugs,1/06/2002,4,3,48
0.3,KCC|364744,Merchandise,South,Clothing,1/05/1995,63,3,208
0.5,ATS|411765,Merchandise,West,Shoes,1/01/1997,5,4,12
0.1,AHD|939744,Merchandise,Central,Decals,1/05/1995,18,10,52
0.8,RHS|034951,Merchandise,Central,Storage Equipment,1/06/2012,6,5,69
0.1,DBM|683333,Merchandise,East,Mugs,1/04/2011,1,2,4
0.7,NWF|434142,Merchandise,East,Furniture,1/06/2002,7,3,358
0.9,DBD|826984,Merchandise,West,Decals,1/02/2015,27,4,84
0.6,SCD|794737,Merchandise,East,Decals,1/10/2044,6,2,13
0.6,AGD|758824,Merchandise,East,Decals,1/12/2001,4,2,12
0.3,BGS|381250,Merchandise,Central,Storage Equipment,1/07/2004,1,1,11
0.5,TSS|285281,Games,West,Sony,1/12/2006,145,4,440
0.3,MCP|226667,Consoles,Central,PS5,1/02/2039,-6,3,10
0.3,JDM|874074,Merchandise,East,Mugs,1/06/2044,1,4,18
0.8,JMT|573782,Merchandise,Central,Toys,1/06/1998,138,8,288
0.2,DSS|909545,Merchandise,West,Storage Equipment,1/12/2028,-29,2,147
0.4,SUM|265517,Merchandise,Central,Mugs,1/08/2026,2,4,19
0.4,LPM|722727,Merchandise,West,Mugs,1/12/2043,4,2,15
0.3,SAV|231010,Consoles,South,Vintage,1/07/2041,-77,1,192
0.3,MGF|788889,Merchandise,West,Furniture,1/04/2007,1,2,6
0.4,SHV|420212,Consoles,South,Vintage,1/05/2001,-299,6,945
0.3,NMS|396923,Merchandise,East,Storage Equipment,1/02/2010,13,1,44
0.1,DMP|208571,Merchandise,South,Peripherals,1/02/2031,8,3,23
0.7,SPV|959371,Consoles,West,Vintage,1/06/2014,-195,6,1422
0.8,SCS|681667,Games,Central,Sony,1/02/2039,36,2,160
0.9,ABT|945833,Merchandise,Central,Toys,1/09/2002,-51,10,32
0.5,CCP|082090,Consoles,West,PS5,1/11/2004,15,2,44
0.2,LTX|223958,Consoles,West,XBox,1/01/2013,-30,3,512
0.8,SCT|857282,Merchandise,West,Toys,1/01/2007,46,5,137
0.6,LCP|023529,Consoles,West,PS5,1/08/2027,-4,3,102
0.7,GHM|549499,Games,West,Microsoft,1/02/2025,-480,5,600
0.5,AHB|228261,Merchandise,West,Batteries,1/04/2005,15,5,30
0,ASM|423077,Merchandise,South,Mugs,1/07/2005,10,3,35
0,CBD|949511,Merchandise,East,Decals,1/02/2026,100,5,205
0.2,ABT|374074,Merchandise,West,Toys,1/06/2044,-14,4,18
0.8,AGT|170370,Merchandise,West,Toys,1/05/2014,6,6,18
0.5,BMS|790909,Merchandise,West,Storage Equipment,1/12/2008,3,3,29
0,TBT|468750,Merchandise,Central,Toys,1/11/1995,20,3,43
0.6,JFP|338889,Merchandise,West,Peripherals,1/04/2007,6,4,12
0.4,GPT|946269,Merchandise,East,Toys,1/12/2005,-36,6,45
0.6,PLS|008730,Games,East,Sony,1/03/2044,-14,3,84
0.7,GTD|985753,Merchandise,West,Decals,1/02/1996,117,7,248
0.4,CMD|447879,Merchandise,South,Decals,1/06/2006,54,2,110
0.8,CTM|341667,Merchandise,Central,Mugs,1/02/2039,8,8,24
0.1,JBT|228571,Merchandise,Central,Toys,1/02/2031,-22,4,14
0.7,GBD|511217,Merchandise,Central,Decals,1/10/2001,137,5,280
0.9,BVP|945631,Consoles,East,PS5,1/02/2036,29,5,69
0.8,SVM|752424,Games,West,Microsoft,1/11/2018,116,3,372
0.2,BPC|823077,Merchandise,East,Clothing,1/07/2005,2,2,9
0.9,LCS|704749,Games,West,Sony,1/10/1995,-27,6,239
0.5,PWD|360119,Merchandise,East,Decals,1/07/2003,55,2,112
0.5,KMP|458621,Consoles,East,PS5,1/04/2035,3,2,19
0.1,RAN|615913,Consoles,South,Nintendo Switch,1/04/2009,81,3,369
0.6,JLN|466887,Games,West,Nintendo,1/02/2007,44,3,708
0.7,MZF|365067,Merchandise,East,Furniture,1/12/2005,17,3,348
0.6,DWC|620880,Merchandise,Central,Clothing,1/07/2006,496,5,1503
0.6,NSS|212371,Merchandise,East,Storage Equipment,1/06/2014,-4,5,65
0.4,RWD|338462,Merchandise,West,Decals,1/01/2022,4,2,9
0.1,CSN|446626,Games,West,Nintendo,1/09/2035,8,3,109
0.4,JBB|087500,Merchandise,East,Batteries,1/03/2025,2,2,6
0.2,JFN|628472,Games,Central,Nintendo,1/11/2022,10,1,96
0.2,NHM|244714,Merchandise,West,Mugs,1/12/2042,112,8,386
0.1,DpM|157143,Merchandise,East,Mugs,1/09/2047,1,2,5
0.9,DBV|545474,Consoles,East,Vintage,1/01/2023,-465,9,1549
0.3,JKS|648062,Games,West,Sony,1/12/2043,743,4,1688
0.9,JEP|393151,Consoles,South,PS5,1/01/2048,7,3,49
0.9,BMT|506250,Merchandise,East,Toys,1/07/2004,-22,5,32
0,JKD|584052,Merchandise,South,Decals,1/07/2043,70,5,155
0.3,JLM|635294,Merchandise,East,Mugs,1/01/2008,3,2,11
0.6,BDN|159889,Games,West,Nintendo,1/04/2007,24,2,240
0.5,PWS|232639,Merchandise,East,Storage Equipment,1/10/2036,25,6,96
0.2,HWX|198786,Consoles,Central,XBox,1/10/1998,-118,9,825
0.2,DGP|266270,Consoles,East,PS5,1/01/2006,-29,2,168
0.2,BMS|683051,Merchandise,Central,Storage Equipment,1/08/2006,-59,3,276
0.2,MCT|523256,Merchandise,West,Toys,1/12/2004,10,1,29
0.6,LCP|017016,Consoles,South,PS5,1/10/2041,166,6,573
0,HRS|038462,Merchandise,West,Storage Equipment,1/01/2022,10,6,486
0.6,CSP|853333,Consoles,West,PS5,1/04/2011,6,2,20
0.1,JDN|443333,Games,West,Nintendo,1/04/2011,-18,4,80
0.4,JLS|838704,Merchandise,East,Storage Equipment,1/02/2042,94,2,360
0.7,DRT|045635,Merchandise,West,Toys,1/06/2036,295,2,842
0.6,TMD|610526,Merchandise,Central,Decals,1/05/2027,6,2,13
0.3,EMS|752941,Merchandise,East,Storage Equipment,1/08/2011,3,1,11
0.9,NWD|479310,Merchandise,East,Decals,1/05/2009,9,3,19
0.1,BMP|328782,Merchandise,Central,Peripherals,1/06/1998,81,2,181
0.6,DWD|531579,Merchandise,West,Decals,1/10/2031,6,2,13
0.9,CYN|807407,Games,West,Nintendo,1/06/2017,7,3,72
0.6,JDD|338889,Merchandise,West,Decals,1/04/2007,6,2,12
0.7,BNC|251429,Merchandise,Central,Clothing,1/04/2019,37,2,94
0.6,BDM|834524,Merchandise,South,Mugs,1/03/2027,16,2,56
0.6,PJP|448148,Consoles,West,PS5,1/03/2002,6,2,18
0.7,MMC|888043,Merchandise,West,Clothing,1/02/2043,17,3,61
0.8,CCT|753846,Merchandise,East,Toys,1/09/2003,6,5,18
0.1,THP|638406,Consoles,East,PS5,1/05/2017,31,4,92
0,KWS|048387,Merchandise,East,Shoes,1/10/2015,10,2,21
0.5,SBS|964286,Merchandise,South,Shoes,1/05/2007,5,3,9
0.7,AHT|838235,Merchandise,West,Toys,1/04/2003,-30,4,45
0.3,THN|253750,Consoles,Central,Nintendo Switch,1/11/1995,-29,3,107
0.9,ASM|118056,Games,Central,Microsoft,1/09/2043,45,3,337
0.4,JSP|561538,Consoles,Central,PS5,1/05/2028,-7,2,9
0.6,LHP|887719,Consoles,West,PS5,1/04/2043,16,7,38
0.3,AJM|518750,Merchandise,West,Mugs,1/11/1995,3,4,11
0.1,MHN|146611,Consoles,West,Nintendo Switch,1/06/2034,28,2,562
0.2,HAS|116364,Games,East,Sony,1/11/2013,9,4,37
0.2,PWM|466667,Merchandise,West,Mugs,1/02/2039,2,2,6
0.1,KDT|927027,Merchandise,West,Toys,1/05/2042,8,3,25
0.4,BDP|259574,Consoles,South,PS5,1/05/2031,24,4,63
0.5,ACT|858333,Merchandise,West,Toys,1/04/2011,3,2,8
